name,source,category,path,skill_md,description
saas-multi-tenant,davila7,development,davila7/development/saas-multi-tenant,davila7/development/saas-multi-tenant/SKILL.md,"Design and implement multi-tenant SaaS architectures with row-level security, tenant-scoped queries, shared-schema isolation, and safe cross-tenant admin patterns in PostgreSQL and TypeScript."
salesforce-development,davila7,development,davila7/development/salesforce-development,davila7/development/salesforce-development/SKILL.md,"Expert patterns for Salesforce platform development including Lightning Web Components (LWC), Apex triggers and classes, REST/Bulk APIs, Connected Apps, and Salesforce DX with scratch orgs and 2nd generation packages (2GP). Use when: salesforce, sfdc, apex, lwc, lightning web components."
scala-pro,davila7,development,davila7/development/scala-pro,davila7/development/scala-pro/SKILL.md,"Master enterprise-grade Scala development with functional programming, distributed systems, and big data processing. Expert in Apache Pekko, Akka, Spark, ZIO/Cats Effect, and reactive architectures."
screenshot-feature-extractor,davila7,development,davila7/development/screenshot-feature-extractor,davila7/development/screenshot-feature-extractor/SKILL.md,"Analyze product screenshots to extract feature lists and generate development task checklists. Use when: (1) Analyzing competitor product screenshots for feature extraction, (2) Generating PRD/task lists from UI designs, (3) Batch analyzing multiple app screens, (4) Conducting competitive analysis f"
security-compliance,davila7,development,davila7/development/security-compliance,davila7/development/security-compliance/SKILL.md,"Guides security professionals in implementing defense-in-depth security architectures, achieving compliance with industry frameworks (SOC2, ISO27001, GDPR, HIPAA), conducting threat modeling and risk assessments, managing security operations and incident response, and embedding security throughout t"
senior-architect,davila7,development,davila7/development/senior-architect,davila7/development/senior-architect/SKILL.md,"Comprehensive software architecture skill for designing scalable, maintainable systems using ReactJS, NextJS, NodeJS, Express, React Native, Swift, Kotlin, Flutter, Postgres, GraphQL, Go, Python. Includes architecture diagram generation, system design patterns, tech stack decision frameworks, and de"
senior-backend,davila7,development,davila7/development/senior-backend,davila7/development/senior-backend/SKILL.md,"Comprehensive backend development skill for building scalable backend systems using NodeJS, Express, Go, Python, Postgres, GraphQL, REST APIs. Includes API scaffolding, database optimization, security implementation, and performance tuning. Use when designing APIs, optimizing database queries, imple"
senior-computer-vision,davila7,development,davila7/development/senior-computer-vision,davila7/development/senior-computer-vision/SKILL.md,"World-class computer vision skill for image/video processing, object detection, segmentation, and visual AI systems. Expertise in PyTorch, OpenCV, YOLO, SAM, diffusion models, and vision transformers. Includes 3D vision, video analysis, real-time processing, and production deployment. Use when build"
senior-data-engineer,davila7,development,davila7/development/senior-data-engineer,davila7/development/senior-data-engineer/SKILL.md,"World-class data engineering skill for building scalable data pipelines, ETL/ELT systems, and data infrastructure. Expertise in Python, SQL, Spark, Airflow, dbt, Kafka, and modern data stack. Includes data modeling, pipeline orchestration, data quality, and DataOps. Use when designing data architect"
senior-data-scientist,davila7,development,davila7/development/senior-data-scientist,davila7/development/senior-data-scientist/SKILL.md,"World-class data science skill for statistical modeling, experimentation, causal inference, and advanced analytics. Expertise in Python (NumPy, Pandas, Scikit-learn), R, SQL, statistical methods, A/B testing, time series, and business intelligence. Includes experiment design, feature engineering, mo"
senior-devops,davila7,development,davila7/development/senior-devops,davila7/development/senior-devops/SKILL.md,"Comprehensive DevOps skill for CI/CD, infrastructure automation, containerization, and cloud platforms (AWS, GCP, Azure). Includes pipeline setup, infrastructure as code, deployment automation, and monitoring. Use when setting up pipelines, deploying applications, managing infrastructure, implementi"
senior-frontend,davila7,development,davila7/development/senior-frontend,davila7/development/senior-frontend/SKILL.md,"Comprehensive frontend development skill for building modern, performant web applications using ReactJS, NextJS, TypeScript, Tailwind CSS. Includes component scaffolding, performance optimization, bundle analysis, and UI best practices. Use when developing frontend features, optimizing performance, "
senior-fullstack,davila7,development,davila7/development/senior-fullstack,davila7/development/senior-fullstack/SKILL.md,"Comprehensive fullstack development skill for building complete web applications with React, Next.js, Node.js, GraphQL, and PostgreSQL. Includes project scaffolding, code quality analysis, architecture patterns, and complete tech stack guidance. Use when building new projects, analyzing code quality"
senior-ml-engineer,davila7,development,davila7/development/senior-ml-engineer,davila7/development/senior-ml-engineer/SKILL.md,"World-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems. Expertise in PyTorch, TensorFlow, model deployment, feature stores, model monitoring, and ML infrastructure. Includes LLM integration, fine-tuning, RAG systems, and agentic AI. Use when deploying"
senior-prompt-engineer,davila7,development,davila7/development/senior-prompt-engineer,davila7/development/senior-prompt-engineer/SKILL.md,"World-class prompt engineering skill for LLM optimization, prompt patterns, structured outputs, and AI product development. Expertise in Claude, GPT-4, prompt design patterns, few-shot learning, chain-of-thought, and AI evaluation. Includes RAG optimization, agent design, and LLM system architecture"
senior-qa,davila7,development,davila7/development/senior-qa,davila7/development/senior-qa/SKILL.md,"Comprehensive QA and testing skill for quality assurance, test automation, and testing strategies for ReactJS, NextJS, NodeJS applications. Includes test suite generation, coverage analysis, E2E testing setup, and quality metrics. Use when designing test strategies, writing test cases, implementing "
senior-secops,davila7,development,davila7/development/senior-secops,davila7/development/senior-secops/SKILL.md,"Comprehensive SecOps skill for application security, vulnerability management, compliance, and secure development practices. Includes security scanning, vulnerability assessment, compliance checking, and security automation. Use when implementing security controls, conducting security audits, respon"
senior-security,davila7,development,davila7/development/senior-security,davila7/development/senior-security/SKILL.md,"Comprehensive security engineering skill for application security, penetration testing, security architecture, and compliance auditing. Includes security assessment tools, threat modeling, crypto implementation, and security automation. Use when designing security architecture, conducting penetratio"
seo,davila7,development,davila7/development/seo,davila7/development/seo/SKILL.md,"Optimize for search engine visibility and ranking. Use when asked to ""improve SEO"", ""optimize for search"", ""fix meta tags"", ""add structured data"", ""sitemap optimization"", or ""search engine optimization""."
server-management,davila7,development,davila7/development/server-management,davila7/development/server-management/SKILL.md,"Server management principles and decision-making. Process management, monitoring strategy, and scaling decisions. Teaches thinking, not commands."
skill-creation-guide,davila7,development,davila7/development/skill-creation-guide,davila7/development/skill-creation-guide/SKILL.md,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Claude's capabilities with specialized knowledge, workflows, or tool integrations."
skill-creator,davila7,development,davila7/development/skill-creator,davila7/development/skill-creator/SKILL.md,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill, benchmark skill performance with variance analysis, or optimize a skill's description for better t"
skill-creator,davila7,development,davila7/development/skill-development,davila7/development/skill-development/SKILL.md,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill, benchmark skill performance with variance analysis, or optimize a skill's description for better t"
skill-installer,davila7,development,davila7/development/skill-installer,davila7/development/skill-installer/SKILL.md,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos)."
software-architecture,davila7,development,davila7/development/software-architecture,davila7/development/software-architecture/SKILL.md,"Guide for quality focused software architecture. This skill should be used when users want to write code, design architecture, analyze code, in any case that relates to software development."
stripe-integration,davila7,development,davila7/development/stripe-integration,davila7/development/stripe-integration/SKILL.md,"Get paid from day one. Payments, subscriptions, billing portal, webhooks, metered billing, Stripe Connect. The complete guide to implementing Stripe correctly, including all the edge cases that will bite you at 3am. This isn't just API calls - it's the full payment system: handling failures, managin"
subagent-driven-development,davila7,development,davila7/development/subagent-driven-development,davila7/development/subagent-driven-development/SKILL.md,Use when executing implementation plans with independent tasks in the current session
swarmvault,davila7,development,davila7/development/swarmvault,davila7/development/swarmvault/SKILL.md,"Use SwarmVault when the user needs a local-first knowledge vault that writes durable markdown, graph, search, dashboard, review, and MCP artifacts to disk from books, notes, transcripts, exports, datasets, slide decks, files, URLs, code, and recurring source workflows."
swift-concurrency-expert,davila7,development,davila7/development/swift-concurrency-expert,davila7/development/swift-concurrency-expert/SKILL.md,Review and fix Swift concurrency issues such as actor isolation and Sendable violations.
systematic-debugging,davila7,development,davila7/development/systematic-debugging,davila7/development/systematic-debugging/SKILL.md,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
task-execution-engine,davila7,development,davila7/development/task-execution-engine,davila7/development/task-execution-engine/SKILL.md,"Execute implementation tasks from design documents using markdown checkboxes. Use when (1) implementing features from feature-design-assistant output, (2) resuming interrupted work, (3) batch executing tasks. Triggers on 'start implementation', 'run tasks', 'resume'."
tdd-orchestrator,davila7,development,davila7/development/tdd-orchestrator,davila7/development/tdd-orchestrator/SKILL.md,"Master TDD orchestrator specializing in red-green-refactor discipline, multi-agent workflow coordination, and comprehensive test-driven development practices."
tdd-workflow,davila7,development,davila7/development/tdd-workflow,davila7/development/tdd-workflow/SKILL.md,Test-Driven Development workflow principles. RED-GREEN-REFACTOR cycle.
Telegram Bot Builder,davila7,development,davila7/development/telegram-bot-builder,davila7/development/telegram-bot-builder/SKILL.md,"This skill should be used when the user asks to ""create a Telegram bot"", ""build a Telegram chatbot"", ""set up a Telegram webhook"", ""add inline keyboards to a bot"", ""handle Telegram callback queries"", ""implement Telegram payments"", ""send media via Telegram bot"", ""configure Telegram bot commands"", ""dep"
terraform-specialist,davila7,development,davila7/development/terraform-specialist,davila7/development/terraform-specialist/SKILL.md,"Expert Terraform/OpenTofu specialist mastering advanced IaC automation, state management, and enterprise infrastructure patterns."
test-detect,davila7,development,davila7/development/test-detect,davila7/development/test-detect/SKILL.md,"Auto-detect testing framework and run relevant tests. Identifies Jest, Vitest, Playwright, Cypress, pytest, Go test, and others. Can run all tests, specific file tests, or generate basic tests for new code. Usage - /test-detect, /test-detect src/auth/login.ts, /test-detect generate src/utils.ts"
test-driven-development,davila7,development,davila7/development/test-driven-development,davila7/development/test-driven-development/SKILL.md,"Use when implementing any feature or bugfix, before writing implementation code"
test-fixing,davila7,development,davila7/development/test-fixing,davila7/development/test-fixing/SKILL.md,"Run tests and systematically fix all failing tests using smart error grouping. Use when user asks to fix failing tests, mentions test failures, runs test suite and failures occur, or requests to make tests pass."
testing-patterns,davila7,development,davila7/development/testing-patterns,davila7/development/testing-patterns/SKILL.md,"Jest testing patterns, factory functions, mocking strategies, and TDD workflow. Use when writing unit tests, creating test factories, or following TDD red-green-refactor cycle."
typescript-expert,davila7,development,davila7/development/typescript-expert,davila7/development/typescript-expert/SKILL.md,">- TypeScript and JavaScript expert with deep knowledge of type-level programming, performance optimization, monorepo management, migration strategies, and modern tooling. Use PROACTIVELY for any TypeScript/JavaScript issues including complex type gymnastics, build performance, debugging, and archit"
typescript-pro,davila7,development,davila7/development/typescript-pro,davila7/development/typescript-pro/SKILL.md,"Master TypeScript with advanced types, generics, and strict type safety. Handles complex type systems, decorators, and enterprise-grade patterns."
using-git-worktrees,davila7,development,davila7/development/using-git-worktrees,davila7/development/using-git-worktrees/SKILL.md,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - creates isolated git worktrees with smart directory selection and safety verification
using-superpowers,davila7,development,davila7/development/using-superpowers,davila7/development/using-superpowers/SKILL.md,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
vercel-deploy,davila7,development,davila7/development/vercel-deploy,davila7/development/vercel-deploy/SKILL.md,"Deploy applications and websites to Vercel. Use when the user requests deployment actions like ""deploy my app"", ""deploy and give me the link"", ""push this live"", or ""create a preview deployment""."
vercel-deployment,davila7,development,davila7/development/vercel-deployment,davila7/development/vercel-deployment/SKILL.md,"Expert knowledge for deploying to Vercel with Next.js Use when: vercel, deploy, deployment, hosting, production."
verification-before-completion,davila7,development,davila7/development/verification-before-completion,davila7/development/verification-before-completion/SKILL.md,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always"
web-artifacts-builder,davila7,development,davila7/development/web-artifacts-builder,davila7/development/web-artifacts-builder/SKILL.md,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (React, Tailwind CSS, shadcn/ui). Use for complex artifacts requiring state management, routing, or shadcn/ui components - not for simple single-file HTML/JSX artifacts."
web-quality-audit,davila7,development,davila7/development/web-quality-audit,davila7/development/web-quality-audit/SKILL.md,"Comprehensive web quality audit covering performance, accessibility, SEO, and best practices. Use when asked to ""audit my site"", ""review web quality"", ""run lighthouse audit"", ""check page quality"", or ""optimize my website""."
web-to-markdown,davila7,development,davila7/development/web-to-markdown,davila7/development/web-to-markdown/SKILL.md,"Use ONLY when the user explicitly says: 'use the skill web-to-markdown ...' (or 'use a skill web-to-markdown ...'). Converts webpage URLs to clean Markdown by calling the local web2md CLI (Puppeteer + Readability), suitable for JS-rendered pages."
webapp-testing,davila7,development,davila7/development/webapp-testing,davila7/development/webapp-testing/SKILL.md,"Toolkit for interacting with and testing local web applications using Playwright. Supports verifying frontend functionality, debugging UI behavior, capturing browser screenshots, and viewing browser logs."
worktree-guide,davila7,development,davila7/development/worktree-guide,davila7/development/worktree-guide/SKILL.md,"Interactive guide for parallel development with Ghostty, git worktrees, and Lazygit. Use when setting up multi-task workflows or learning the worktree system."
writing-plans,davila7,development,davila7/development/writing-plans,davila7/development/writing-plans/SKILL.md,"Use when you have a spec or requirements for a multi-step task, before touching code"
writing-skills,davila7,development,davila7/development/writing-skills,davila7/development/writing-skills/SKILL.md,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
zapier-workflows,davila7,development,davila7/development/zapier-workflows,davila7/development/zapier-workflows/SKILL.md,"Manage and trigger pre-built Zapier workflows and MCP tool orchestration. Use when user mentions workflows, Zaps, automations, daily digest, research, search, lead tracking, expenses, or asks to ""run"" any process. Also handles Perplexity-based research and Google Sheets data tracking."
doc,davila7,document-processing,davila7/document-processing/doc,davila7/document-processing/doc/SKILL.md,"Use when the task involves reading, creating, or editing `.docx` documents, especially when formatting or layout fidelity matters; prefer `python-docx` plus the bundled `scripts/render_docx.py` for visual checks."
documentation-templates,davila7,document-processing,davila7/document-processing/documentation-templates,davila7/document-processing/documentation-templates/SKILL.md,"Documentation templates and structure guidelines. README, API docs, code comments, and AI-friendly documentation."
docx,davila7,document-processing,davila7/document-processing/docx,davila7/document-processing/docx/SKILL.md,"Use this skill whenever the user wants to create, read, edit, or manipulate Word documents (.docx files). Triggers include: any mention of 'Word doc', 'word document', '.docx', or requests to produce professional documents with formatting like tables of contents, headings, page numbers, or letterhea"
docx,davila7,document-processing,davila7/document-processing/docx-official,davila7/document-processing/docx-official/SKILL.md,"Use this skill whenever the user wants to create, read, edit, or manipulate Word documents (.docx files). Triggers include: any mention of 'Word doc', 'word document', '.docx', or requests to produce professional documents with formatting like tables of contents, headings, page numbers, or letterhea"
json-canvas,davila7,document-processing,davila7/document-processing/json-canvas,davila7/document-processing/json-canvas/SKILL.md,"Create and edit JSON Canvas files (.canvas) with nodes, edges, groups, and connections. Use when working with .canvas files, creating visual canvases, mind maps, flowcharts, or when the user mentions Canvas files in Obsidian."
obsidian-bases,davila7,document-processing,davila7/document-processing/obsidian-bases,davila7/document-processing/obsidian-bases/SKILL.md,"Create and edit Obsidian Bases (.base files) with views, filters, formulas, and summaries. Use when working with .base files, creating database-like views of notes, or when the user mentions Bases, table views, card views, filters, or formulas in Obsidian."
obsidian-markdown,davila7,document-processing,davila7/document-processing/obsidian-markdown,davila7/document-processing/obsidian-markdown/SKILL.md,"Create and edit Obsidian Flavored Markdown with wikilinks, embeds, callouts, properties, and other Obsidian-specific syntax. Use when working with .md files in Obsidian, or when the user mentions wikilinks, callouts, frontmatter, tags, embeds, or Obsidian notes."
pdf,davila7,document-processing,davila7/document-processing/pdf,davila7/document-processing/pdf/SKILL.md,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rotating pages, adding watermarks, creating new PDFs, filling PDF forms, encrypting/decrypting PDFs, ext"
pdf,davila7,document-processing,davila7/document-processing/pdf-anthropic,davila7/document-processing/pdf-anthropic/SKILL.md,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rotating pages, adding watermarks, creating new PDFs, filling PDF forms, encrypting/decrypting PDFs, ext"
pdf,davila7,document-processing,davila7/document-processing/pdf-official,davila7/document-processing/pdf-official/SKILL.md,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rotating pages, adding watermarks, creating new PDFs, filling PDF forms, encrypting/decrypting PDFs, ext"
pdf,davila7,document-processing,davila7/document-processing/pdf-processing,davila7/document-processing/pdf-processing/SKILL.md,"Use this skill whenever the user wants to do anything with PDF files. This includes reading or extracting text/tables from PDFs, combining or merging multiple PDFs into one, splitting PDFs apart, rotating pages, adding watermarks, creating new PDFs, filling PDF forms, encrypting/decrypting PDFs, ext"
PDF Processing Pro,davila7,document-processing,davila7/document-processing/pdf-processing-pro,davila7/document-processing/pdf-processing-pro/SKILL.md,"Production-ready PDF processing with forms, tables, OCR, validation, and batch operations. Use when working with complex PDF workflows in production environments, processing large volumes of PDFs, or requiring robust error handling and validation."
pptx,davila7,document-processing,davila7/document-processing/pptx,davila7/document-processing/pptx/SKILL.md,"Use this skill any time a .pptx file is involved in any way — as input, output, or both. This includes: creating slide decks, pitch decks, or presentations; reading, parsing, or extracting text from any .pptx file (even if the extracted content will be used elsewhere, like in an email or summary); e"
pptx,davila7,document-processing,davila7/document-processing/pptx-official,davila7/document-processing/pptx-official/SKILL.md,"Use this skill any time a .pptx file is involved in any way — as input, output, or both. This includes: creating slide decks, pitch decks, or presentations; reading, parsing, or extracting text from any .pptx file (even if the extracted content will be used elsewhere, like in an email or summary); e"
spreadsheet,davila7,document-processing,davila7/document-processing/spreadsheet,davila7/document-processing/spreadsheet/SKILL.md,"Use when tasks involve creating, editing, analyzing, or formatting spreadsheets (`.xlsx`, `.csv`, `.tsv`) using Python (`openpyxl`, `pandas`), especially when formulas, references, and formatting need to be preserved and verified."
xlsx,davila7,document-processing,davila7/document-processing/xlsx,davila7/document-processing/xlsx/SKILL.md,"Use this skill any time a spreadsheet file is the primary input or output. This means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadshee"
xlsx,davila7,document-processing,davila7/document-processing/xlsx-official,davila7/document-processing/xlsx-official/SKILL.md,"Use this skill any time a spreadsheet file is the primary input or output. This means any task where the user wants to: open, read, edit, or fix an existing .xlsx, .xlsm, .csv, or .tsv file (e.g., adding columns, computing formulas, formatting, charting, cleaning messy data); create a new spreadshee"
backend-to-frontend-handoff-docs,davila7,enterprise-communication,davila7/enterprise-communication/backend-to-frontend-handoff-docs,davila7/enterprise-communication/backend-to-frontend-handoff-docs/SKILL.md,"Create API handoff documentation for frontend developers. Use when backend work is complete and needs to be documented for frontend integration, or user says 'create handoff', 'document API', 'frontend handoff', or 'API documentation'."
brand-guidelines,davila7,enterprise-communication,davila7/enterprise-communication/brand-guidelines,davila7/enterprise-communication/brand-guidelines/SKILL.md,"Applies Anthropic's official brand colors and typography to any sort of artifact that may benefit from having Anthropic's look-and-feel. Use it when brand colors or style guidelines, visual formatting, or company design standards apply."
capa-officer,davila7,enterprise-communication,davila7/enterprise-communication/capa-officer,davila7/enterprise-communication/capa-officer/SKILL.md,"Senior CAPA Officer specialist for managing Corrective and Preventive Actions within Quality Management Systems. Provides CAPA process management, root cause analysis, effectiveness verification, and continuous improvement coordination. Use for CAPA investigations, corrective action planning, preven"
daily-meeting-update,davila7,enterprise-communication,davila7/enterprise-communication/daily-meeting-update,davila7/enterprise-communication/daily-meeting-update/SKILL.md,"Interactive daily standup/meeting update generator. Use when user says 'daily', 'standup', 'scrum update', 'status update', 'what did I do yesterday', 'prepare for meeting', 'morning update', or 'team sync'. Pulls activity from GitHub, Jira, and Claude Code session history. Conducts 4-question inter"
Data Privacy Compliance,davila7,enterprise-communication,davila7/enterprise-communication/data-privacy-compliance,davila7/enterprise-communication/data-privacy-compliance/SKILL.md,"Data privacy and regulatory compliance specialist for GDPR, CCPA, HIPAA, and international data protection laws. Use when implementing privacy controls, conducting data protection impact assessments, ensuring regulatory compliance, or managing data subject rights. Expert in consent management, data "
difficult-workplace-conversations,davila7,enterprise-communication,davila7/enterprise-communication/difficult-workplace-conversations,davila7/enterprise-communication/difficult-workplace-conversations/SKILL.md,"Structured approach to workplace conflicts, performance discussions, and challenging feedback using preparation-delivery-followup framework. Use when preparing for tough conversations, addressing conflicts, giving critical feedback, or navigating sensitive workplace discussions."
discord-bot-architect,davila7,enterprise-communication,davila7/enterprise-communication/discord-bot-architect,davila7/enterprise-communication/discord-bot-architect/SKILL.md,"Specialized skill for building production-ready Discord bots. Covers Discord.js (JavaScript) and Pycord (Python), gateway intents, slash commands, interactive components, rate limiting, and sharding."
Email Composer,davila7,enterprise-communication,davila7/enterprise-communication/email-composer,davila7/enterprise-communication/email-composer/SKILL.md,"Draft professional emails for various contexts including business, technical, and customer communication. Use when the user needs help writing emails or composing professional messages."
Excel Analysis,davila7,enterprise-communication,davila7/enterprise-communication/excel-analysis,davila7/enterprise-communication/excel-analysis/SKILL.md,"Analyze Excel spreadsheets, create pivot tables, generate charts, and perform data analysis. Use when analyzing Excel files, spreadsheets, tabular data, or .xlsx files."
fda-consultant-specialist,davila7,enterprise-communication,davila7/enterprise-communication/fda-consultant-specialist,davila7/enterprise-communication/fda-consultant-specialist/SKILL.md,"Senior FDA consultant and specialist for medical device companies including HIPAA compliance and requirement management. Provides FDA pathway expertise, QSR compliance, cybersecurity guidance, and regulatory submission support. Use for FDA submission planning, QSR compliance assessments, HIPAA evalu"
feedback-mastery,davila7,enterprise-communication,davila7/enterprise-communication/feedback-mastery,davila7/enterprise-communication/feedback-mastery/SKILL.md,"Navigate difficult conversations and deliver constructive feedback using structured frameworks. Covers the Preparation-Delivery-Follow-up model and Situation-Behavior-Impact (SBI) feedback technique. Use when preparing for difficult conversations, giving feedback, or managing conflicts."
frontend-to-backend-requirements,davila7,enterprise-communication,davila7/enterprise-communication/frontend-to-backend-requirements,davila7/enterprise-communication/frontend-to-backend-requirements/SKILL.md,"Document frontend data needs for backend developers. Use when frontend needs to communicate API requirements to backend, or user says 'backend requirements', 'what data do I need', 'API requirements', or is describing data needs for a UI."
gdpr-dsgvo-expert,davila7,enterprise-communication,davila7/enterprise-communication/gdpr-dsgvo-expert,davila7/enterprise-communication/gdpr-dsgvo-expert/SKILL.md,"Senior GDPR/DSGVO expert and internal/external auditor for data protection compliance. Provides EU GDPR and German DSGVO expertise, privacy impact assessments, data protection auditing, and compliance verification. Use for GDPR compliance assessments, privacy audits, data protection planning, and re"
information-security-manager-iso27001,davila7,enterprise-communication,davila7/enterprise-communication/information-security-manager-iso27001,davila7/enterprise-communication/information-security-manager-iso27001/SKILL.md,"Senior Information Security Manager specializing in ISO 27001 and ISO 27002 implementation for HealthTech and MedTech companies. Provides ISMS implementation, cybersecurity risk assessment, security controls management, and compliance oversight. Use for ISMS design, security risk assessments, contro"
internal-comms,davila7,enterprise-communication,davila7/enterprise-communication/internal-comms,davila7/enterprise-communication/internal-comms/SKILL.md,"A set of resources to help me write all kinds of internal communications, using the formats that my company likes to use. Claude should use this skill whenever asked to write some sort of internal communications (status reports, leadership updates, 3P updates, company newsletters, FAQs, incident rep"
internal-comms,davila7,enterprise-communication,davila7/enterprise-communication/internal-comms-anthropic,davila7/enterprise-communication/internal-comms-anthropic/SKILL.md,"A set of resources to help me write all kinds of internal communications, using the formats that my company likes to use. Claude should use this skill whenever asked to write some sort of internal communications (status reports, leadership updates, 3P updates, company newsletters, FAQs, incident rep"
internal-comms,davila7,enterprise-communication,davila7/enterprise-communication/internal-comms-community,davila7/enterprise-communication/internal-comms-community/SKILL.md,"A set of resources to help me write all kinds of internal communications, using the formats that my company likes to use. Claude should use this skill whenever asked to write some sort of internal communications (status reports, leadership updates, 3P updates, company newsletters, FAQs, incident rep"
isms-audit-expert,davila7,enterprise-communication,davila7/enterprise-communication/isms-audit-expert,davila7/enterprise-communication/isms-audit-expert/SKILL.md,"Senior ISMS Audit Expert for internal and external information security management system auditing. Provides ISO 27001 audit expertise, security audit program management, security control assessment, and compliance verification. Use for ISMS internal auditing, external audit preparation, security co"
mdr-745-specialist,davila7,enterprise-communication,davila7/enterprise-communication/mdr-745-specialist,davila7/enterprise-communication/mdr-745-specialist/SKILL.md,"EU MDR 2017/745 regulation specialist and consultant for medical device requirement management. Provides comprehensive MDR compliance expertise, gap analysis, technical documentation guidance, clinical evidence requirements, and post-market surveillance implementation. Use for MDR compliance assessm"
professional-communication,davila7,enterprise-communication,davila7/enterprise-communication/professional-communication,davila7/enterprise-communication/professional-communication/SKILL.md,"Guide technical communication for software developers. Covers email structure, team messaging etiquette, meeting agendas, and adapting messages for technical vs non-technical audiences. Use when drafting professional messages, preparing meeting communications, or improving written communication."
qms-audit-expert,davila7,enterprise-communication,davila7/enterprise-communication/qms-audit-expert,davila7/enterprise-communication/qms-audit-expert/SKILL.md,"Senior QMS Audit Expert for internal and external quality management system auditing. Provides ISO 13485 audit expertise, audit program management, nonconformity identification, and corrective action verification. Use for internal audit planning, external audit preparation, audit execution, and audi"
quality-documentation-manager,davila7,enterprise-communication,davila7/enterprise-communication/quality-documentation-manager,davila7/enterprise-communication/quality-documentation-manager/SKILL.md,"Senior Quality Documentation Manager for comprehensive documentation control and regulatory document review. Provides document management system design, change control, configuration management, and regulatory documentation oversight. Use for document control system implementation, regulatory docume"
quality-manager-qmr,davila7,enterprise-communication,davila7/enterprise-communication/quality-manager-qmr,davila7/enterprise-communication/quality-manager-qmr/SKILL.md,"Senior Quality Manager Responsible Person (QMR) for HealthTech and MedTech companies. Provides overall quality system responsibility, regulatory compliance oversight, management accountability, and strategic quality leadership. Use for quality system governance, regulatory compliance oversight, mana"
quality-manager-qms-iso13485,davila7,enterprise-communication,davila7/enterprise-communication/quality-manager-qms-iso13485,davila7/enterprise-communication/quality-manager-qms-iso13485/SKILL.md,"ISO 13485 Quality Management System specialist for medical device companies. Provides QMS implementation, maintenance, process optimization, and compliance expertise. Use for QMS design, documentation control, management review, internal auditing, corrective actions, and ISO 13485 certification acti"
regulatory-affairs-head,davila7,enterprise-communication,davila7/enterprise-communication/regulatory-affairs-head,davila7/enterprise-communication/regulatory-affairs-head/SKILL.md,"Senior Regulatory Affairs Manager expertise for HealthTech and MedTech companies. Provides strategic regulatory guidance, submission management, regulatory pathway analysis, global compliance coordination, and cross-functional team leadership. Use for regulatory strategy development, submission plan"
risk-management-specialist,davila7,enterprise-communication,davila7/enterprise-communication/risk-management-specialist,davila7/enterprise-communication/risk-management-specialist/SKILL.md,"Senior Risk Management specialist for medical device companies implementing ISO 14971 risk management throughout product lifecycle. Provides risk analysis, risk evaluation, risk control, and post-production information analysis. Use for risk management planning, risk assessments, risk control verifi"
session-handoff,davila7,enterprise-communication,davila7/enterprise-communication/session-handoff,davila7/enterprise-communication/session-handoff/SKILL.md,"Creates comprehensive handoff documents for seamless AI agent session transfers. Triggered when: (1) user requests handoff/memory/context save, (2) context window approaches capacity, (3) major task milestone completed, (4) work session ending, (5) user says 'save state', 'create handoff', 'I need t"
slack-bot-builder,davila7,enterprise-communication,davila7/enterprise-communication/slack-bot-builder,davila7/enterprise-communication/slack-bot-builder/SKILL.md,"Build Slack apps using the Bolt framework across Python, JavaScript, and Java. Covers Block Kit for rich UIs, interactive components, slash commands, event handling, OAuth installation flows, and Workflow Builder integration. Focus on best practices for production-ready Slack apps. Use when: slack b"
slack-gif-creator,davila7,enterprise-communication,davila7/enterprise-communication/slack-gif-creator,davila7/enterprise-communication/slack-gif-creator/SKILL.md,"Knowledge and utilities for creating animated GIFs optimized for Slack. Provides constraints, validation tools, and animation concepts. Use when users request animated GIFs for Slack like ""make me a GIF of X doing Y for Slack."
